estimator,library,function,n_samples_train,n_samples,n_features,parameters_digest,dataset_digest,mean_duration,std_duration,n_iter,iteration_throughput,latency,learning_rate,max_bins,max_iter,max_leaf_nodes,min_samples_leaf,n_iter_no_change,accuracy_score
HistGradientBoostingClassifier_best,onnx,predict,100000,1000,100,25b9f14bed7dd5d830c6ccd4dfebbf0c,144e237df3b01794e0209a538c1edbc2,0.47611926139998106,0.013102733300759544,300,0.0016802512833605596,0.0004761192613999811,0.01,255,300,100,100,10,0.789
HistGradientBoostingClassifier_best,onnx,predict,100000,1,100,25b9f14bed7dd5d830c6ccd4dfebbf0c,144e237df3b01794e0209a538c1edbc2,0.40003346319999766,0.00912939280087746,300,1.9998326979961627e-06,0.40003346319999766,0.01,255,300,100,100,10,1.0
