estimator,function,n_samples_train,n_samples,n_features,hyperparams_digest,dataset_digest,n_iter,mean,stdev,throughput,latency,C,class_weight,dual,fit_intercept,intercept_scaling,l1_ratio,max_iter,multi_class,n_jobs,penalty,random_state,solver,tol,verbose,warm_start,accuracy_score
LogisticRegression,fit,1000000,1000000,100,f11be2529b0a77bc8fb5ee8de141e6b2,c5fdb575b370d3fe0ae44cf1690bcfb1,[20],1.9312065490003079,0.0,[-0.61094925],1.9312065490003077e-06,1.0,,False,True,1,,100,auto,,l2,,lbfgs,0.0001,0,False,
LogisticRegression,predict,1000000,1000,100,f11be2529b0a77bc8fb5ee8de141e6b2,c5fdb575b370d3fe0ae44cf1690bcfb1,[20],0.0003595854000195686,0.00013772431595721925,[44.49568864],3.5958540001956863e-07,1.0,,False,True,1,,100,auto,,l2,,lbfgs,0.0001,0,False,0.541
LogisticRegression,predict,1000000,1,100,f11be2529b0a77bc8fb5ee8de141e6b2,c5fdb575b370d3fe0ae44cf1690bcfb1,[20],0.00018642790000740207,9.371135754017428e-05,[0.08582406],0.00018642790000740207,1.0,,False,True,1,,100,auto,,l2,,lbfgs,0.0001,0,False,1.0
LogisticRegression,fit,1000,1000,10000,f11be2529b0a77bc8fb5ee8de141e6b2,a4ea4358bc870ac0ef6a8b403f49c4ca,[27],0.7105301920000784,0.0,[-3.00475239],0.0007105301920000784,1.0,,False,True,1,,100,auto,,l2,,lbfgs,0.0001,0,False,
LogisticRegression,predict,1000,100,10000,f11be2529b0a77bc8fb5ee8de141e6b2,a4ea4358bc870ac0ef6a8b403f49c4ca,[27],0.003121984500103281,0.00030378563062897357,[69.18676246],3.121984500103281e-05,1.0,,False,True,1,,100,auto,,l2,,lbfgs,0.0001,0,False,0.22
LogisticRegression,predict,1000,1,10000,f11be2529b0a77bc8fb5ee8de141e6b2,a4ea4358bc870ac0ef6a8b403f49c4ca,[27],0.0009774521000053937,0.0003791663730609437,[2.20982696],0.0009774521000053937,1.0,,False,True,1,,100,auto,,l2,,lbfgs,0.0001,0,False,0.0
