estimator,function,n_samples_train,n_samples,n_features,hyperparams_digest,dataset_digest,n_iter,mean,stdev,throughput,latency,alpha,copy_X,fit_intercept,max_iter,normalize,random_state,solver,tol,r2_score
Ridge,fit,1000,1000,10000,a70ae8dc5c059ec88cf27c61016aee2a,d4cf68abfb630d2949b3b3c96e8fd9e9,,0.3288833550000163,0.0,0.24324733612619598,0.0003288833550000163,1.0,True,True,,deprecated,,auto,0.001,
Ridge,predict,1000,1000,10000,a70ae8dc5c059ec88cf27c61016aee2a,d4cf68abfb630d2949b3b3c96e8fd9e9,,0.019580498999994235,0.0008850294536135642,4.085697713833726,1.9580498999994234e-05,1.0,True,True,,deprecated,,auto,0.001,0.10642919232503623
Ridge,predict,1000,1,10000,a70ae8dc5c059ec88cf27c61016aee2a,d4cf68abfb630d2949b3b3c96e8fd9e9,,0.00018820039990714578,9.520269954277097e-05,0.4250787991920865,0.00018820039990714578,1.0,True,True,,deprecated,,auto,0.001,
Ridge,fit,1000000,1000000,100,a70ae8dc5c059ec88cf27c61016aee2a,134e84456290c5258f685d9ffb85a11d,,0.4372405709996201,0.0,1.829656379258308,4.3724057099962013e-07,1.0,True,True,,deprecated,,auto,0.001,
Ridge,predict,1000000,1000,100,a70ae8dc5c059ec88cf27c61016aee2a,134e84456290c5258f685d9ffb85a11d,,0.0002819706000082078,0.00014969847592752767,2.8371752231499063,2.8197060000820784e-07,1.0,True,True,,deprecated,,auto,0.001,0.9999999999989913
Ridge,predict,1000000,1,100,a70ae8dc5c059ec88cf27c61016aee2a,134e84456290c5258f685d9ffb85a11d,,0.00015225029997054663,7.085833554890861e-05,0.005254505246654771,0.00015225029997054663,1.0,True,True,,deprecated,,auto,0.001,
